,S1,S2,difference_detected
0,0.0,0.0,0.5
1,0.0,0.2631578947368421,0.5654124021530151
2,0.0,0.5263157894736842,0.6286234259605408
3,0.0,0.7894736842105263,0.6877183318138123
4,0.0,1.0526315789473684,0.7412799000740051
5,0.0,1.3157894736842104,0.7884804010391235
6,0.0,1.5789473684210529,0.8290553689002991
7,0.0,1.8421052631578947,0.8631975054740906
8,0.0,2.1052631578947367,0.8914136290550232
9,0.0,2.3684210526315788,0.9143873453140259
10,0.0,2.631578947368421,0.9328665137290955
11,0.0,2.8947368421052633,0.9475856423377991
12,0.0,3.1578947368421053,0.9592186808586121
13,0.0,3.421052631578948,0.9683560729026794
14,0.0,3.684210526315789,0.975498378276825
15,0.0,3.947368421052632,0.9810601472854614
16,0.0,4.2105263157894735,0.9853783845901489
17,0.0,4.473684210526316,0.9887233972549438
18,0.0,4.7368421052631575,0.9913098812103271
19,0.0,5.0,0.9933071732521057
20,0.2631578947368421,0.2631578947368421,0.43458759784698486
21,0.2631578947368421,0.5263157894736842,0.5
22,0.2631578947368421,0.7894736842105263,0.5654124021530151
23,0.2631578947368421,1.0526315789473684,0.6286234259605408
24,0.2631578947368421,1.3157894736842104,0.6877183318138123
25,0.2631578947368421,1.5789473684210529,0.7412799000740051
26,0.2631578947368421,1.8421052631578947,0.7884804010391235
27,0.2631578947368421,2.1052631578947367,0.8290553689002991
28,0.2631578947368421,2.3684210526315788,0.8631975054740906
29,0.2631578947368421,2.631578947368421,0.8914136290550232
30,0.2631578947368421,2.8947368421052633,0.9143873453140259
31,0.2631578947368421,3.1578947368421053,0.9328665137290955
32,0.2631578947368421,3.421052631578948,0.9475856423377991
33,0.2631578947368421,3.684210526315789,0.9592186808586121
34,0.2631578947368421,3.947368421052632,0.9683560729026794
35,0.2631578947368421,4.2105263157894735,0.975498378276825
36,0.2631578947368421,4.473684210526316,0.9810601472854614
37,0.2631578947368421,4.7368421052631575,0.9853783845901489
38,0.2631578947368421,5.0,0.9887233972549438
39,0.5263157894736842,0.5263157894736842,0.37137657403945923
40,0.5263157894736842,0.7894736842105263,0.43458759784698486
41,0.5263157894736842,1.0526315789473684,0.5
42,0.5263157894736842,1.3157894736842104,0.5654124021530151
43,0.5263157894736842,1.5789473684210529,0.6286234259605408
44,0.5263157894736842,1.8421052631578947,0.6877183318138123
45,0.5263157894736842,2.1052631578947367,0.7412799000740051
46,0.5263157894736842,2.3684210526315788,0.7884804010391235
47,0.5263157894736842,2.631578947368421,0.8290553689002991
48,0.5263157894736842,2.8947368421052633,0.8631975054740906
49,0.5263157894736842,3.1578947368421053,0.8914136290550232
50,0.5263157894736842,3.421052631578948,0.9143873453140259
51,0.5263157894736842,3.684210526315789,0.9328665137290955
52,0.5263157894736842,3.947368421052632,0.9475856423377991
53,0.5263157894736842,4.2105263157894735,0.9592186808586121
54,0.5263157894736842,4.473684210526316,0.9683560729026794
55,0.5263157894736842,4.7368421052631575,0.975498378276825
56,0.5263157894736842,5.0,0.9810601472854614
57,0.7894736842105263,0.7894736842105263,0.31228166818618774
58,0.7894736842105263,1.0526315789473684,0.37137657403945923
59,0.7894736842105263,1.3157894736842104,0.43458759784698486
60,0.7894736842105263,1.5789473684210529,0.5
61,0.7894736842105263,1.8421052631578947,0.5654124021530151
62,0.7894736842105263,2.1052631578947367,0.6286234259605408
63,0.7894736842105263,2.3684210526315788,0.6877182722091675
64,0.7894736842105263,2.631578947368421,0.7412799000740051
65,0.7894736842105263,2.8947368421052633,0.788480281829834
66,0.7894736842105263,3.1578947368421053,0.8290553689002991
67,0.7894736842105263,3.421052631578948,0.8631974458694458
68,0.7894736842105263,3.684210526315789,0.8914136290550232
69,0.7894736842105263,3.947368421052632,0.9143873453140259
70,0.7894736842105263,4.2105263157894735,0.9328665137290955
71,0.7894736842105263,4.473684210526316,0.9475856423377991
72,0.7894736842105263,4.7368421052631575,0.9592186808586121
73,0.7894736842105263,5.0,0.9683560729026794
74,1.0526315789473684,1.0526315789473684,0.2587200701236725
75,1.0526315789473684,1.3157894736842104,0.31228166818618774
76,1.0526315789473684,1.5789473684210529,0.37137657403945923
77,1.0526315789473684,1.8421052631578947,0.43458759784698486
78,1.0526315789473684,2.1052631578947367,0.5
79,1.0526315789473684,2.3684210526315788,0.5654124021530151
80,1.0526315789473684,2.631578947368421,0.628623366355896
81,1.0526315789473684,2.8947368421052633,0.6877182722091675
82,1.0526315789473684,3.1578947368421053,0.7412799000740051
83,1.0526315789473684,3.421052631578948,0.7884804010391235
84,1.0526315789473684,3.684210526315789,0.8290553689002991
85,1.0526315789473684,3.947368421052632,0.8631974458694458
86,1.0526315789473684,4.2105263157894735,0.8914136290550232
87,1.0526315789473684,4.473684210526316,0.9143873453140259
88,1.0526315789473684,4.7368421052631575,0.9328665137290955
89,1.0526315789473684,5.0,0.9475856423377991
90,1.3157894736842104,1.3157894736842104,0.21151967346668243
91,1.3157894736842104,1.5789473684210529,0.2587200999259949
92,1.3157894736842104,1.8421052631578947,0.31228169798851013
93,1.3157894736842104,2.1052631578947367,0.3713766038417816
94,1.3157894736842104,2.3684210526315788,0.43458759784698486
95,1.3157894736842104,2.631578947368421,0.5
96,1.3157894736842104,2.8947368421052633,0.5654124021530151
97,1.3157894736842104,3.1578947368421053,0.6286234855651855
98,1.3157894736842104,3.421052631578948,0.6877183318138123
99,1.3157894736842104,3.684210526315789,0.7412799000740051
100,1.3157894736842104,3.947368421052632,0.7884804010391235
101,1.3157894736842104,4.2105263157894735,0.8290553689002991
102,1.3157894736842104,4.473684210526316,0.8631975054740906
103,1.3157894736842104,4.7368421052631575,0.8914136290550232
104,1.3157894736842104,5.0,0.9143873453140259
105,1.5789473684210529,1.5789473684210529,0.17094460129737854
106,1.5789473684210529,1.8421052631578947,0.21151965856552124
107,1.5789473684210529,2.1052631578947367,0.2587200701236725
108,1.5789473684210529,2.3684210526315788,0.31228166818618774
109,1.5789473684210529,2.631578947368421,0.37137654423713684
110,1.5789473684210529,2.8947368421052633,0.4345875084400177
111,1.5789473684210529,3.1578947368421053,0.5
112,1.5789473684210529,3.421052631578948,0.5654124021530151
113,1.5789473684210529,3.684210526315789,0.6286234259605408
114,1.5789473684210529,3.947368421052632,0.6877183318138123
115,1.5789473684210529,4.2105263157894735,0.7412799000740051
